train_rows,train_accuracy,val_accuracy
10000,0.5094,0.46218259898906366
22857,0.46213413833836464,0.46687755654531227
35714,0.4516996135969088,0.4514242483803138
48571,0.4476539498877931,0.46902106797304666
61428,0.4551507455883311,0.4677416364115097
74285,0.4605101972134347,0.4666735891949223
87142,0.4574487617910996,0.4727703587229419
100000,0.4568,0.45738751200625993
