epoch,val_macro_f1
1,0.25584379838103916
2,0.2848283691421834
3,0.293031838790312
4,0.2824414652407506
5,0.29209465127953105
6,0.2927712041716968
7,0.28520306671481827
8,0.29229057844053713
9,0.2988750638571696
10,0.28585484786631105
11,0.2932446770623343
12,0.2801127728052753
13,0.28640772571269185
14,0.29361191077835674
15,0.2840932507447084
