train_rows,n_estimators,val_accuracy,val_macro_f1,prediction_time_s
7897446,200,0.4597276872775736,0.3738185519059784,0.6655545000103302
7897446,400,0.4599123588680744,0.3722679395855743,0.992484999995213
7897446,566,0.46027725213123255,0.3747084654964083,1.2721143000235315
7897446,800,0.46018269137706047,0.37390430683696224,1.6503723999776412
7897446,1000,0.4601448670753916,0.3744553643473629,2.004712499998277
7897446,1200,0.45978219877115517,0.37453508285090836,2.445408600004157
