epoch,val_macro_f1
1,0.4134494855138251
2,0.4188458491707994
3,0.3579421203162522
4,0.35495731465788155
5,0.3442990712145591
6,0.35704288165115283
7,0.3893024517826779
8,0.3600580728509643
9,0.3485680115215118
10,0.35401714151898145
11,0.3574493062012474
12,0.35503412442363097
13,0.3640063608563617
14,0.3578350545010885
15,0.3520958024952788
