epoch_index,train_loss,train_acc,val_loss,val_acc,val_macro_f1,learning_rate
0,1.04096391577286,0.4595996666666667,1.2623915046917629,0.3184138712839014,0.16777813762562033,0.001
1,1.0359799943129808,0.4627576666666667,1.2631687422725544,0.3170544213827452,0.16451071409391838,0.001
2,1.033303626531547,0.461789,1.4510916674929155,0.3146803902132957,0.1601564320174085,0.001
3,1.0275484120500396,0.464078,1.5756110637179128,0.31422761107273056,0.15943422913102276,0.0005
4,1.0255185032993563,0.463044,1.6930250744952797,0.31439003307401436,0.15968469332733773,0.0005
5,1.0204681000911917,0.46551333333333333,2.0091988477750937,0.31423206099057394,0.159439544165189,0.0005
